start_station_name,end_station_name,num_trips
Ullevål sykehus,Bogstadveien,28
Over Rådhusgata,Ringnes Park,28
St. Olavs gate,Bjørvika,28
Lindern,Sagene bussholdeplass,28
Mandalls gate,Aker Brygge,28
Bjørvika,Frognerstranda,28
Majorstua skole,Briskeby,28
Stavangergata,Chr. Michelsens Gate,28
Arkitekt Rivertz Plass,Arkitekt Rivertz Plass,28
Vulkan,Kontraskjæret,28
Frogner plass,Briskeby,28
Aker Brygge,Vaterlandsparken,28
Ullevålsveien,Kirkeristen,28
Ringnes Park,Jernbanetorget,28
Aker Brygge,Alexander Kiellands Plass,28
Enerhaugen,Galgeberg,28
Uelands gate,Vulkan,28
Kværnerbyen,Sukkerbiten,28
Tøyenparken,Ringnes Park,28
Mandalls gate,Sukkerbiten,28
Sofienbergparken sør,Ringnes Park,28
Pilestredet Studenthus,Aker Brygge,28
Schous plass trikkestopp,Ullevål sykehus,28
Birkelunden,Paléhaven,28
St. Hanshaugen park vest,Jess Carlsens gate,28
Schous plass trikkestopp,Sukkerbiten,28
Kontraskjæret,Frogner plass,28
Tjuvholmen,Rådhusgata,28
The Hub,Sofienbergparken nord,28
Alexander Kiellands Plass,Chr. Michelsens Gate,28
Oscars gate,Alexander Kiellands Plass,28
Schous plass trikkestopp,Jernbanetorget,28
Schous plass,Sofienbergparken nordvest,28
Over Rådhusgata,Sentrum Scene,28
Alexander Kiellands Plass,Hausmanns bru,28
Birkelunden,Stjerneplassen,28
AHO,Lakkegata,28
Jenny Braatens Plass,Carl Berners plass nord,28
Lille Grensen,Slottsparken Øst,28
Vulkan,Helga Helgesens plass,28
Vestkanttorvet,Akerselvallmenningen,28
Hans Nielsen Hauges plass,Stavangergata,28
Jess Carlsens gate,Kirkeristen,28
Stavangergata,Arkitekt Rivertz Plass,28
Torshovparken vest,Aker Brygge,28
Henrik Wergelands allé,Hallings gate,28
Stavangergata,Birkelunden,28
Sirkustomta,Tøyen skole,28
Stjerneplassen,Helga Helgesens plass,28
Ullevålsveien,Ringnes Park,28
7. juni-plassen,Skillebekk,28
Bjerregaards gate,Studenterlunden,28
Botanisk Hage sør,Anker Hotel,28
Hoffsveien,Filipstadveien,28
Colosseum Kino,Briskeby,28
Torggata,Spikersuppa Vest,28
Sinsenveien,Carl Berners plass nord,28
Torggata,Sjøsiden ved trappen,28
Sukkerbiten,AHO,28
Vår Frelsers gravlund,Nordre gate,28
St. Hanshaugen park sør,Alexander Kiellands Plass,28
Frogner Stadion,Fram-gården,28
Dokkveien,Vår Frelsers gravlund,28
Botanisk Hage vest,Jens Bjelkes Gate,28
Chr. Michelsens Gate,Birkelunden,28
Over Rådhusgata,Frogner plass,28
Sofienbergparken nordvest,Trondheimsveien,28
Tøyen skole,Jess Carlsens gate,28
Torggata,Tøyen skole,28
Sukkerbiten,Vaterlandsparken,28
Colosseum Kino,Hoffsveien,28
Bislettgata,Linaaes gate,28
AHO,Botanisk Hage sør,29
Ringnes Park,Sukkerbiten,29
7. juni-plassen,Sørvest for Slottsparken,29
Ringnes Park,Bogstadveien,29
Ringnes Park,Linaaes gate,29
Frognerstranda,Huk 2,29
Forskningsveien,Marcus Thranes gate,29
Fredensborg,Schous plass,29
Fred Olsens gate,Fred Olsens gate,29
Rostockgata,Via Vika,29
Frognerstranda,Fred Olsens gate,29
Paléhaven,Akerselvallmenningen,29
Sognsveien,Sognsveien,29
Botanisk Hage sør,Trelastgata,29
Sofienbergparken nordvest,Sommerfrydhagen,29
Volvat,Majorstua skole,29
Sofienbergparken sør,Kirkeristen,29
Carl Berners plass sør,Schous plass,29
Carl Berners plass sør,Olaf Ryes plass,29
Adamstuen,Vår Frelsers gravlund,29
Sofienbergparken nordvest,Sjøsiden ved trappen,29
Carl Berners plass sør,Jens Bjelkes Gate,29
Søndre gate,Olaf Ryes plass,29
Aker Brygge,Arkaden Nord,29
Carl Berners plass sør,Botanisk Hage vest,29
Sommerfrydhagen,Jakob kirke,29
Sukkerbiten,Slottsparken Øst,29
Brugata,Olaf Ryes plass,29
Carl Berners plass sør,Helga Helgesens plass,29
Arkaden Nord,Aker Brygge,29
Via Vika,Bislett Stadion,29
Chr. Michelsens Gate,Mølleparken,29
Vulkan,Sentrum Scene,29
Nordre gate,Bankplassen,29
Grønlands torg,Aker Brygge,29
The Hub,Ringnes Park,29
Mølleparken,Munkegata,29
Skøyen,Drammensveien,29
Lilleborgbanen,Lilleborgbanen,29
Slottsparken Øst,Helga Helgesens plass,29
Grønlands torg,Sommerfrydhagen,29
Munkegata,Oslo Plaza,29
Sofienbergparken nord,Jernbanetorget,29
Munkegata,Lakkegata,29
Sofienbergparken nord,St. Olavs gate,29
Jens Bjelkes Gate,Saga Kino,29
Søndre gate,Sjøsiden ved fontenen,29
Brugata,Jens Bjelkes Gate,29
Kontraskjæret,Sjøsiden ved trappen,29
Brugata,Botanisk Hage sør,29
Sukkerbiten,Munkegata,29
Bogstadveien,Spikersuppa Vest,29
Stavangergata,Uelands gate,29
Vippetangen vest,Spikersuppa Vest,29
Hasle Torg,Tiedemannsparken,29
Bjørvika,Bislettgata,29
Majorstuen,Thomas Heftyes plass,29
Bogstadveien,Alexander Kiellands Plass,29
Arkitekt Rivertz Plass,Sjøsiden ved trappen,29
Karenslyst allé,Sjøsiden ved trappen,29
Arkitekt Rivertz Plass,Linaaes gate,29
Uelands gate,Aker Brygge,29
Storo Storsenter,Lørenveien,29
Majorstua skole,Oslo Handelsgymnasium,29
Blindern Studenthus,Majorstuen,29
Bjørvika,Trelastgata,29
Stavangergata,Torggata,29
The Hub,Vaterlandsparken,29
Bogstadveien,Tjuvholmen,29
St. Olavs gate,Spikersuppa Vest,29
Botanisk hage sør-vest,Vår Frelsers gravlund,29
Bjølsen Studentby,Myraløkka Øst,29
Marcus Thranes gate,Majorstuen,29
Suhms gate,Henrik Wergelands allé,29
Marcus Thranes gate,Fagerheimgata,29
Studentparlamentet,Kirkeristen,29
Helga Helgesens plass,Professor Aschehougs plass,29
Ullevål sykehus,Arendalsgata,29
Mandalls gate,Spikersuppa Vest,29
Mandalls gate,Olaf Ryes plass,29
Uelands gate,Uelands gate,29
Botanisk Hage sør,Linaaes gate,29
Aker Brygge,Schous plass trikkestopp,29
Studenterlunden,Vår Frelsers gravlund,29
St. Olavs gate,Kirkeristen,29
Stavangergata,Marcus Thranes gate,29
BI Nydalen,Myraløkka Øst,29
Grønlands torg,Jess Carlsens gate,29
Tjuvholmen,Sjøsiden ved fontenen,29
Schous plass,Sjøsiden ved fontenen,29
Oscars gate,Pilestredet 63,29
Enerhaugen,Helga Helgesens plass,29
Fysikkbygningen,Ullevålsveien,29
Sentrum Scene,Marcus Thranes gate,29
Kværnerbyen,Tjuvholmen,29
Schous plass,Paléhaven,29
Tjuvholmen,Paléhaven,29
Galgeberg,Sukkerbiten,29
Vår Frelsers gravlund,Bjørvika,29
Jakob kirke,Sofienberggata,29
Elgsletta,Sjøsiden ved trappen,29
Olaf Ryes plass,St. Olavs gate,29
Edvard Storms gate,Nordre gate,29
Tjuvholmen,Klingenberggata,29
Schous plass,Oslo Plaza,29
Torggata,Paléhaven,29
Vaterlandsparken,Kværnerbyen,29
Anker Hotel,Helga Helgesens plass,29
Københavngata busstopp,Ringnes Park,29
Lakkegata,Grønlands torg,29
Lakkegata,Helga Helgesens plass,29
Oslo Plaza,Schous plass,29
Universitetsgata,Vår Frelsers gravlund,29
Lakkegata,Sjøsiden ved trappen,29
Trelastgata,Botanisk Hage sør,29
Fagerheimgata,Sjøsiden ved fontenen,29
Fagerheimgata,Marcus Thranes gate,29
Landstads gate,Helga Helgesens plass,29
Salt,Sukkerbiten,29
Salt,Vippetangen vest,29
Torggata,Sofienbergparken sør,29
Fagerheimgata,Aker Brygge,29
Olaf Ryes plass,Kontraskjæret,29
Edvard Storms gate,Karenslyst allé,29
Aker Brygge,Vippetangen øst,29
Olaf Ryes plass,Fagerheimgata,29
Dyvekes bru,Professor Aschehougs plass,29
Tjuvholmen,Fram-gården,29
Sjøsiden ved trappen,Botanisk Hage sør,29
Dyvekes bru,Munkegata,29
Bislett Stadion,Skøyen,29
Jakob kirke,Jens Bjelkes Gate,29
Sjøsiden ved trappen,Sjøsiden ved fontenen,29
Bislett Stadion,Lille Grensen,29
Sjøsiden ved trappen,Slottsparken Øst,29
Thomas Heftyes plass,Saga Kino,29
Sjøsiden ved trappen,Torggata,29
Sjøsiden ved trappen,Sentrum Scene,29
Hoffsveien,Hoffsveien,29
Sjøsiden ved fontenen,Oslo Hospital,29
AHO,Olaf Ryes plass,29
Sjølyst,Ullevålsveien,29
Skillebekk,Bogstadveien,29
Bislett Stadion,Frognerveien,29
Bislett Stadion,Stavangergata,30
Henrik Wergelands allé,Oscars gate,30
Alexander Kiellands Plass,Saga Kino,30
Fredensborg,Karenslyst allé,30
Bjørvika,Lodalen busstopp,30
Fredensborg,Jens Bjelkes Gate,30
Landstads gate,Kirkeristen,30
The Hub,Aker Brygge,30
Hydroparken,Hydroparken,30
Akerselvallmenningen,Bislett Stadion,30
Bankplassen,Paléhaven,30
Bjørvika,Elgsletta,30
Bjølsendumpa,Olaf Ryes plass,30
The Hub,Søndre gate,30
Lilleborgbanen,Ringnes Park,30
Helga Helgesens plass,Elgsletta,30
Thomas Heftyes plass,Spikersuppa Vest,30
Pilestredet 63,Aker Brygge,30
Birkelunden,Sommerfrydhagen,30
Bjerregaardsgate Øst,The Hub,30
Bjerregaardsgate Øst,Tøyenbekken,30
Tjuvholmen,Bjerregaards gate,30
Frogner plass,Skillebekk,30
Lille Grensen,Vaterlandsparken,30
Thomas Heftyes plass,Majorstua skole,30
Tjuvholmen,Vippetangen vest,30
Lille Grensen,AHO,30
Vestkanttorvet,Frogner Stadion,30
Frogner plass,Hoffsveien,30
Lodalen busstopp,Over Rådhusgata,30
Birkelunden,Fred Olsens gate,30
Birkelunden,Elgsletta,30
Helga Helgesens plass,Rostockgata,30
Jens Bjelkes Gate,Gunerius,30
Fredensborg,Slottsparken Øst,30
Langkaia,Munkegata,30
Bjølsendumpa,Alexander Kiellands Plass,30
Frogner plass,Slottsparken Øst,30
Torggata,Jakob kirke,30
Parkveien,Via Vika,30
Bjerregaards gate,Jernbanetorget,30
Studenterlunden,Kirkeristen,30
Bislettgata,Helga Helgesens plass,30
Botanisk Hage vest,Vaterlandsparken,30
Hausmanns bru,Tøyenbekken,30
Oslo Handelsgymnasium,Uranienborgveien,30
Fagerheimgata,Birkelunden,30
Nybrua holdeplass,The Hub,30
Sjøsiden ved trappen,Dokkveien,30
Gimle Kino,Oslo Handelsgymnasium,30
Skarpsnoparken,Tjuvholmen,30
Dyvekes bru,Spikersuppa Øst,30
Skillebekk,Dokkveien,30
Drammensveien,Myraløkka Øst,30
Hausmanns gate,Aker Brygge,30
Vulkan,St. Olavs gate,30
Skillebekk,Sentrum Scene,30
Rostockgata,Edvard Storms gate,30
Skovveien,Saga Kino,30
Oslo Hospital,Jess Carlsens gate,30
Mølleparken,Kirkeristen,30
Gimle Kino,Dokkveien,30
AHO,Schous plass trikkestopp,30
Schous plass trikkestopp,Botanisk hage sør-vest,30
Annette Thommessens Plass,Bankplassen,30
Schous plass trikkestopp,Vaterlandsparken,30
Ruseløkkgården,Kirkeristen,30
Sentrum Scene,Botanisk Hage sør,30
Sentrum Scene,Munkegata,30
Rostockgata,Spikersuppa Øst,30
Galgeberg,Galgeberg,30
Jakob kirke,Sommerfrydhagen,30
Forskningsveien,Ringnes Park,30
Elgsletta,Vaterlandsparken,30
Sirkustomta,Tøyenbekken,30
Ulven Torg,Hasle Torg,30
Nydalen,Storo Storsenter,30
Jakob kirke,Spikersuppa Øst,30
Schous plass,Linaaes gate,30
Mølleparken,Bjerregaards gate,30
Vulkan,Georg Morgenstiernes hus,30
St. Hanshaugen park vest,Bislett Stadion,30
Mandalls gate,Kirkeristen,30
Botanisk Hage sør,Grønlands torg,30
St. Olavs gate,Studentparlamentet,30
Vår Frelsers gravlund,Torggata,30
Hasle,Tøyen skole,30
Karenslyst allé,Huk 1,30
Stavangergata,Oscars gate,30
Bogstadveien,Henrik Wergelands allé,30
Alexander Kiellands Plass,Fred Olsens gate,30
Stensparken,Alexander Kiellands Plass,30
Stensparken,Vår Frelsers gravlund,30
Majorstua skole,Parkveien,30
AHO,Dokkveien,30
Krebs' gate,Ringnes Park,30
Colletts gate,Stensparken,30
Vippetangen øst,Jernbanetorget,30
Ringnes Park,Stensparken,30
Fyrstikktorget,Fyrstikktorget,30
Jernbanetorget,Ringnes Park,30
Colbjørnsens gate,7. juni-plassen,30
Fred Olsens gate,Frogner plass,30
Klingenberggata,Tjuvholmen,30
Ringnes Park,Vår Frelsers gravlund,30
Frognerveien,Frognerveien,30
Schous plass,Edvard Storms gate,30
Carl Berners plass sør,Alexander Kiellands Plass,30
Sommerfrydhagen,Jess Carlsens gate,30
Sommerfrydhagen,Sukkerbiten,30
Marcus Thranes gate,Vulkan,30
Marcus Thranes gate,Schous plass trikkestopp,30
Uranienborgveien,Uranienborgveien,30
Vaterlandsparken,Jens Bjelkes Gate,31
Vår Frelsers gravlund,Sentrum Scene,31
Vår Frelsers gravlund,Thune,31
Vår Frelsers gravlund,St. Olavs gate,31
Alexander Kiellands Plass,Bislett Stadion,31
AHO,Sofienberggata,31
Alexander Kiellands Plass,Anker Hotel,31
Jess Carlsens gate,Alexander Kiellands Plass,31
Jens Bjelkes Gate,Arkaden Sør,31
Akerselvallmenningen,Tjuvholmen,31
7. juni-plassen,Skovveien,31
Aker Brygge,Langkaia,31
Aker Brygge,Nybrua holdeplass,31
Karenslyst allé,Majorstuveien,31
Jernbanetorget,Anker Hotel,31
Jess Carlsens gate,Birkelunden,31
Vår Frelsers gravlund,Tøyenbekken,31
Pilestredet 63,Holbergs plass,31
Skillebekk,Torggata,31
Professor Aschehougs plass,Sjøsiden ved fontenen,31
Blindern studentparkering,Blindern studentparkering,31
Botanisk hage sør-vest,Botanisk hage sør-vest,31
Botanisk Hage sør,Marcus Thranes gate,31
Hammersborg Torg,Olaf Ryes plass,31
Ringnes Park,OsloMet,31
OsloMet,Kirkeristen,31
Olaf Ryes plass,Fredensborg,31
Olaf Ryes plass,Enerhaugen,31
Bankplassen,Sukkerbiten,31
Kværnerbyen,Kværnerveien,31
Skøyen,Skillebekk,31
St. Hanshaugen park sør,Akersgata,31
Bislett Stadion,Karenslyst allé,31
Bjørvika,Sentrum Scene,31
Universitetsgata,Dyvekes bru,31
Søndre gate,Kværnerbyen,31
Munkegata,Botanisk hage sør-vest,31
Parkveien,Alexander Kiellands Plass,31
Annette Thommessens Plass,Alexander Kiellands Plass,31
Søndre gate,Jernbanetorget,31
Sotahjørnet,Sotahjørnet,31
Sotahjørnet,Kværnerbyen,31
Langkaia,Sukkerbiten,31
Hans Nielsen Hauges plass,Lilleborgbanen,31
Bjerregaardsgate Øst,Helga Helgesens plass,31
Botanisk hage sør-vest,Helga Helgesens plass,31
Bjerregaardsgate Øst,Hammersborg Torg,31
Tjuvholmen,Spikersuppa Vest,31
Sjøsiden ved trappen,Rådhusgata,31
Henrik Ibsens gate,Akerselvallmenningen,31
Lakkegata,Hausmanns bru,31
Sjøsiden ved trappen,Schous plass,31
Marcus Thranes gate,Ullevål sykehus,31
Bak Niels Treschows hus sør,Domus Athletica,31
Tjuvholmen,Skovveien,31
Ila,Alexander Kiellands Plass,31
Spikersuppa Øst,Kirkeristen,31
Munkegata,Søndre gate,31
Oslo Plaza,Jens Bjelkes Gate,31
Torggata,Grønlands torg,31
Schous plass trikkestopp,Paléhaven,31
Oslo Handelsgymnasium,Pilestredet 63,31
Huk 2,Sjølyst,31
Bjerregaardsgate Øst,Fredensborg,31
Frognerstranda,Saga Kino,31
Marcus Thranes gate,Sentrum Scene,31
Skøyen,Huk 2,31
Chr. Michelsens Gate,Olaf Ryes plass,31
Thune,Skøyen,31
BI Nydalen,Bjølsen mølle,31
Lakkegata,Torggata,31
Nordre gate,Kirkeristen,31
OsloMet,Helga Helgesens plass,31
Huk 1,Aker Brygge,31
Fredensborg,Sofienbergparken nordvest,31
Filipstadveien,Norsk Folkemuseum,31
Rostockgata,Galgeberg,31
Fagerheimgata,Spikersuppa Øst,31
Sukkerbiten,Tøyen skole,31
St. Olavs gate,Munkedamsveien,31
Oscars gate,Majorstuen,31
Henrik Ibsens gate,Spikersuppa Øst,31
Hallénparken,Birkelunden,31
St. Olavs gate,Oslo Handelsgymnasium,31
Domus Athletica,Fysikkbygningen,31
Frogner plass,Frognerbadet,31
Tjuvholmen,Bislett Stadion,31
Slottsparken Øst,Lille Grensen,31
Munkegata,Torggata,31
Nordre gate,Torggata,31
Mølleparken,Alexander Kiellands Plass,31
Munkedamsveien,Bjerregaards gate,31
Sukkerbiten,Tøyenbekken,31
Bislettgata,Olaf Ryes plass,31
Landstads gate,Paléhaven,31
Oslo Plaza,Alexander Kiellands Plass,31
Lilleborgbanen,Bislett Stadion,31
Lindern,Lindern,31
Nordre gate,Sommerfrydhagen,31
Sommerfrydhagen,Torggata,31
Pilestredet 63,Henrik Ibsens gate,31
Professor Aschehougs plass,Bjørvika,31
St. Hanshaugen park vest,Alexander Kiellands Plass,31
Sognsveien,Ullevålsalléen,31
Tøyen skole,Schous plass trikkestopp,31
Carl Berners plass sør,Carl Berners plass sør,31
Saga Kino,St. Olavs gate,31
Galgeberg,Rostockgata,31
Fred Olsens gate,Bankplassen,31
Sofienbergparken sør,Sofienbergparken sør,31
Uranienborgparken,Tjuvholmen,31
Jenny Braatens Plass,Trondheimsveien,31
Schous plass trikkestopp,Rostockgata,31
Rostockgata,Kirkegata 15,31
Sofienbergparken nord,Bankplassen,32
Tøyen skole,Dælenenggata,32
BI Nydalen,Storo Storsenter,32
Sofienbergparken nord,Tøyenparken,32
The Hub,Vulkan,32
Bjørvika,Olaf Ryes plass,32
Tøyen skole,Hallénparken,32
Aker Brygge,Jess Carlsens gate,32
Sofienbergparken nord,Vår Frelsers gravlund,32
Olaf Ryes plass,Rostockgata,32
Arkitekt Rivertz Plass,Jess Carlsens gate,32
Oslo Hospital,Bankplassen,32
Fred Olsens gate,Vippetangen øst,32
Fredensborg,Akersgata,32
Briskeby,Edvard Storms gate,32
Tjuvholmen,Thomas Heftyes plass,32
Vår Frelsers gravlund,Helga Helgesens plass,32
Sofienberggata,Helga Helgesens plass,32
Olaf Ryes plass,Stjerneplassen,32
Tøyen skole,Sukkerbiten,32
Majorstuen,Karenslyst allé,32
Norsk Folkemuseum,Rådhusgata,32
Stensparken,Majorstuen,32
Bislettgata,Frognerbadet,32
Marcus Thranes gate,Dælenenggata,32
Huk 1,Karenslyst allé,32
Ringnes Park,Sjøsiden ved trappen,32
Marcus Thranes gate,Bjørvika,32
Elisenberg,Frogner plass,32
Olaf Ryes plass,Trondheimsveien,32
Ruseløkkgården,Bjørvika,32
Ringnes Park,Nordre gate,32
Sofienberggata,Jens Bjelkes Gate,32
Ringnes Park,Munkegata,32
Majorstuen,Elisenberg,32
Rostockgata,Helga Helgesens plass,32
Helga Helgesens plass,Kværnerbyen,32
Gimle Kino,Rådhusgata,32
Munkegata,Jernbanetorget,32
Helga Helgesens plass,Botanisk Hage vest,32
Ruseløkkgården,Ruseløkkgården,32
Rostockgata,Kirkeristen,32
Elgsletta,Jens Bjelkes Gate,32
Sofienbergparken nord,Bjørvika,32
Sofienberggata,Grünerhagen Nord,32
Tjuvholmen,St. Olavs gate,32
Aker Brygge,Vulkan,32
Kirkeristen,Kontraskjæret,32
Frogner plass,Oscars gate,32
Alexander Kiellands Plass,Majorstuen,32
Sommerfrydhagen,Oslo Plaza,32
Tjuvholmen,Filipstadveien,32
Botanisk Hage sør,Botanisk hage sør-vest,32
Sjøsiden ved fontenen,Sukkerbiten,32
Sommerfrydhagen,The Hub,32
Professor Aschehougs plass,Bislett Stadion,32
Tjuvholmen,Edvard Storms gate,32
Akersgata,Jens Bjelkes Gate,32
Oslo Plaza,Oslo Plaza,32
Schous plass,Mølleparken,32
Sukkerbiten,Grønlands torg,32
Majorstuveien,Uranienborgveien,32
Dælenenggata,Tøyen skole,32
Majorstuen,Bjerregaards gate,32
Søndre gate,Lille Grensen,32
Jakob kirke,Sofienbergparken nordvest,32
Søndre gate,Grønlands torg,32
Stjerneplassen,Sofienbergparken nord,32
Jordalgata,Rostockgata,32
Alexander Kiellands Plass,Søndre gate,32
Thomas Heftyes plass,Oslo Handelsgymnasium,32
Majorstua skole,Filipstadveien,32
Bentsebrugata,Storo Storsenter,32
Lille Grensen,Kirkeristen,32
Dokkveien,Fram-gården,32
Majorstuveien,Elisenberg,32
Henrik Ibsens gate,Sjøsiden ved trappen,32
Hallings gate,Helga Helgesens plass,32
Oscars gate,Bislett Stadion,32
Colletts gate,Marcus Thranes gate,32
Hallings gate,AHO,32
Uranienborgveien,Filipstadveien,32
Thomas Heftyes plass,Gimle Kino,32
Sommerfrydhagen,Hallénparken,32
Landstads gate,Sjøsiden ved fontenen,32
Thomas Heftyes plass,Filipstadveien,32
Sukkerbiten,Langkaia,32
Jernbanetorget,Jakob kirke,32
Sentrum Scene,Schous plass,32
Landstads gate,Fredensborg,32
Gunerius,Aker Brygge,32
Hesselbergs Gate,Linaaes gate,32
Spikersuppa Vest,Vulkan,32
Finnmarksgata,Tøyenbekken,32
Ila,Sentrum Scene,32
Arkaden Nord,Bankplassen,32
Kontraskjæret,Dokkveien,32
Jernbanetorget,Sofienbergparken nord,32
Stjerneplassen,Aker Brygge,32
Lakkegata,The Hub,32
Olav Kyrres plass,Tjuvholmen,32
Sjøsiden ved trappen,Kjeld Stubs gate,32
Krebs' gate,Alexander Kiellands Plass,32
Briskeby,Elisenberg,32
Fagerheimgata,Alexander Kiellands Plass,32
Slottsparken Øst,Bjørvika,32
Kirkeristen,Kværnerbyen,32
Arkitekt Rivertz Plass,Bjerregaards gate,32
Storo Storsenter,Sinsen T-bane,32
Jordalgata,Tøyenbekken,32
Storo Storsenter,Lilleborgbanen,32
Akerselvallmenningen,Spikersuppa Øst,32
OsloMet,Spikersuppa Vest,32
Stavangergata,Vår Frelsers gravlund,32
Hammersborg Torg,Oslo Hospital,32
Munkegata,Arkaden Nord,32
7. juni-plassen,Helga Helgesens plass,32
Slottsparken Øst,Saga Kino,32
Myraløkka Øst,Lilleborgbanen,32
Landstads gate,Bankplassen,32
Akerselvallmenningen,Kontraskjæret,32
Valkyrieplassen,Bogstadveien,32
Bjørvika,Dokkveien,33
Forskningsveien,Forskningsveien,33
OsloMet,Henrik Ibsens gate,33
Rådhusgata,Akerselvallmenningen,33
Jordalgata,Vaterlandsparken,33
Slottsparken Øst,Thomas Heftyes plass,33
St. Hanshaugen park vest,Marcus Thranes gate,33
Langkaia,Langkaia,33
Vår Frelsers gravlund,Studenterlunden,33
St. Olavs gate,7. juni-plassen,33
Munkegata,Tøyenbekken,33
Grønlands torg,The Hub,33
Helga Helgesens plass,Botanisk hage sør-vest,33
Vestkanttorvet,Majorstuen,33
Thomas Heftyes plass,Slottsparken Øst,33
Bak Niels Treschows hus sør,Bak Niels Treschows hus sør,33
Torshovparken vest,Olaf Ryes plass,33
Oscars gate,Aker Brygge,33
Jens Bjelkes Gate,Elgsletta,33
Bislett Stadion,Professor Aschehougs plass,33
Hasle Torg,Tøyen skole,33
Akersgata,Bjerregaards gate,33
Lakkegata,Aker Brygge,33
Bislettgata,Bjerregaards gate,33
Bislettgata,Kirkeristen,33
Munkegata,Paléhaven,33
Rostockgata,Lakkegata,33
Storo Storsenter,Arendalsgata,33
Skøyen,Huk 1,33
Sukkerbiten,Botanisk Hage sør,33
Ullevålsveien,Ullevålsveien,33
Sjøsiden ved trappen,Frogner plass,33
Edvard Storms gate,Helga Helgesens plass,33
Ullevålsveien,Mølleparken,33
Akerselvallmenningen,Kirkeristen,33
Klingenberggata,Kværnerbyen,33
Olaf Ryes plass,Jens Bjelkes Gate,33
Olaf Ryes plass,Jess Carlsens gate,33
Spikersuppa Øst,Botanisk Hage sør,33
Majorstuen,Alexander Kiellands Plass,33
Professor Aschehougs plass,Sukkerbiten,33
Sukkerbiten,Annette Thommessens Plass,33
Bislettgata,Pilestredet,33
Frogner plass,Spikersuppa Øst,33
Brugata,Brugata,33
Kjeld Stubs gate,Kjeld Stubs gate,33
Grønlands torg,Dyvekes bru,33
Munkedamsveien,St. Olavs gate,33
Kirkeristen,Sjøsiden ved trappen,33
Skovveien,Skovveien,33
Uranienborgveien,Saga Kino,33
Kirkeristen,Schous plass trikkestopp,33
Bjølsen Studentby,Bjølsen Studentby,33
Karenslyst allé,Aker Brygge,33
Aker Brygge,Birkelunden,33
Hallings gate,Akersgata,33
Spikersuppa Øst,Fram-gården,33
Schous plass,Rådhusgata,33
Hallénparken,Carl Berners plass sør,33
Uranienborgveien,Bjørvika,33
Sukkerbiten,Karenslyst allé,33
Akerselvallmenningen,Rådhusgata,33
Frogner plass,Henrik Ibsens gate,33
Grønlands torg,Akersgata,33
Fredensborg,St. Olavs gate,33
Uranienborgparken,Henrik Ibsens gate,33
Schous plass,Spikersuppa Øst,33
Hesselbergs Gate,Tøyenbekken,33
Mølleparken,Henrik Ibsens gate,33
Vaterlandsparken,Sofienbergparken sør,33
Olaf Ryes plass,Munkegata,33
Sinsen T-bane,Storo Storsenter,33
Helga Helgesens plass,Nordre gate,33
Botanisk Hage vest,Helga Helgesens plass,33
Tøyen skole,The Hub,33
Mølleparken,Botanisk Hage sør,33
Bjølsendumpa,Arendalsgata,33
AHO,Vaterlandsparken,33
Vulkan,Jens Bjelkes Gate,33
Bjølsendumpa,Bjølsendumpa,33
Tøyen skole,Sentrum Scene,33
Mandalls gate,Tjuvholmen,33
Schous plass,Sjøsiden ved trappen,33
Fagerheimgata,St. Olavs gate,33
Hesselbergs Gate,Schous plass,33
Tøyen skole,Mandalls gate,33
Aker Brygge,Oslo Hospital,33
Ringnes Park,Myraløkka Øst,33
Jens Bjelkes Gate,Tjuvholmen,33
Fagerheimgata,Oslo Plaza,33
Botanisk hage sør-vest,Sommerfrydhagen,33
Helga Helgesens plass,Sofienbergparken sør,33
Gimle Kino,Ruseløkkgården,33
Kirkeristen,Bankplassen,33
Vestkanttorvet,Skovveien,33
Bislett Stadion,Edvard Storms gate,33
Kværnerbyen,Arkaden Sør,33
Marcus Thranes gate,Sofienbergparken nordvest,33
Bjerregaards gate,The Hub,33
Sjøsiden ved trappen,Professor Aschehougs plass,33
Marcus Thranes gate,Mølleparken,33
Ringnes Park,Chr. Michelsens Gate,33
Bogstadveien,Oscars gate,34
Sagene bussholdeplass,Ullevål sykehus,34
Sagene bussholdeplass,Lilleborgbanen,34
Grønlands torg,Lakkegata,34
Torggata,Sukkerbiten,34
Schives gate,Sentrum Scene,34
Schous plass,Grønlands torg,34
Salt,Salt,34
Slottsparken Øst,Kirkeristen,34
Schous plass,Ringnes Park,34
Schous plass,Tjuvholmen,34
Skovveien,Filipstadveien,34
Majorstuen T-bane,Frogner plass,34
Bislett Stadion,Saga Kino,34
Skippergata,Skippergata,34
Torggata,Mølleparken,34
Skøyen,Gimle Kino,34
Mølleparken,Aker Brygge,34
Tjuvholmen,Oslo Handelsgymnasium,34
Stavangergata,Bjølsen Studentby,34
Botanisk Hage sør,Aker Brygge,34
Olaf Ryes plass,Kirkegata 15,34
Briskeby,Hoffsveien,34
Bjølsen Studentby,Ringnes Park,34
Fredensborg,Birkelunden,34
Uelands gate,Linaaes gate,34
Frogner plass,Uranienborgveien,34
Bjerregaards gate,Professor Aschehougs plass,34
Helga Helgesens plass,Søndre gate,34
Huk 2,Skøyen,34
Dyvekes bru,Dyvekes bru,34
Ringnes Park,Lakkegata,34
Thomas Heftyes plass,Ruseløkkgården,34
Elgsletta,Kirkeristen,34
